track_id,popularity,duration_ms,explicit,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre_Blues,genre_Classical,genre_Electronic,genre_Folk/Country,genre_Hip-Hop,genre_Jazz,genre_Kids,genre_Latin,genre_Metal,genre_Other,genre_Pop,genre_Reggae,genre_Rock,genre_Soul/R&B,genre_World,ts_0,ts_1,ts_3,ts_4,ts_5
4MDgJVi7rBEU96JbbAcM7b,0.22,0.040725794517971585,0,0.417,0.349,0.6735845217616484,0,0.033575129533678756,0.827,1.39e-05,0.0841,0.0681,0.4761229722400276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36RdYjARZ9cbLt5GpyNK1d,0.22,0.04167036609547486,0,0.606,0.542,0.7098570186634111,0,0.09243523316062177,0.125,1.54e-05,0.154,0.342,0.5004437651003402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3vrOgqQwPV0EkxuWkxz3kO,0.22,0.03629850905858845,0,0.529,0.429,0.7910215859275289,1,0.02911917098445596,0.0575,2.66e-05,0.103,0.191,0.3902790789408806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3ibX2l2HlM0HrvPQQSd6fa,0.22,0.03304950360825579,0,0.462,0.172,0.4668442372787303,1,0.03544041450777202,0.992,0.928,0.0823,0.426,0.700355833867495,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4DhxDKdxHZJJsPDCozBCVz,0.22,0.036354644907342436,0,0.436,0.332,0.636942086084753,1,0.06870466321243524,0.811,0.0,0.136,0.701,0.29751984616143184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5XzWIxHbzeLU3Oh0lh9LEG,0.21,0.0316065831693651,0,0.51,0.567,0.7794055083883616,0,0.09274611398963731,0.313,0.0,0.103,0.341,0.2736592541459165,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7aQdxBUxPcUzWsbUTUeX3c,0.21,0.028480351020899148,0,0.711,0.0466,0.5487301851543569,0,0.06808290155440413,0.984,0.751,0.107,0.264,0.395238564830794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3uIK57C76CfYeoMwutamrh,0.21,0.006802366488807676,0,0.555,0.305,0.6735475278841352,1,0.031606217616580314,0.911,0.0,0.192,0.839,0.37380224512269283,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45Xqfmd64OAo8aD5w8Q6PN,0.21,0.01844196288351143,0,0.587,0.807,0.8513216062741615,1,0.046839378238341965,0.499,0.0025,0.0742,0.672,0.6076541261936459,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2PyGdZHmYOCjYHIis4CpCC,0.22,0.055456108544582654,0,0.425,0.384,0.7592623420823854,1,0.09025906735751295,0.746,0.0,0.336,0.419,0.31892329438061895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
